client_id,Source_IP_Encoded,Bytes_Sent,Protocol_Type,Session_Length_sec,Intrusion
Network_2,904911,49290,ICMP,76,0
Network_2,134025,38364,ICMP,345,0
Network_2,543270,10244,ICMP,320,0
Network_2,802932,68128,TCP,365,0
Network_2,589325,13134,ICMP,138,0
Network_2,758219,7971,ICMP,514,0
Network_2,445167,29772,TCP,266,0
Network_2,927784,16851,UDP,496,0
Network_2,852353,94032,UDP,535,0
Network_2,155019,71703,UDP,471,0
Network_2,702868,4203,UDP,292,0
Network_2,799487,89564,UDP,493,0
Network_2,821763,40268,TCP,462,0
Network_2,813469,28525,ICMP,396,0
Network_2,243214,5445,UDP,334,0
Network_2,913203,34069,TCP,195,0
Network_2,137088,60678,ICMP,564,0
Network_2,202554,47641,TCP,422,0
Network_2,528436,66845,TCP,304,0
Network_2,601837,97580,UDP,278,0
Network_2,616624,95828,TCP,102,0
Network_2,449254,84402,TCP,158,0
Network_2,878174,7578,UDP,586,0
Network_2,541215,43573,ICMP,269,0
Network_2,856824,35837,ICMP,499,1
Network_2,742750,35881,ICMP,306,0
Network_2,806821,13237,TCP,32,1
Network_2,546532,58613,ICMP,471,0
Network_2,957091,89150,UDP,105,0
Network_2,752795,35158,ICMP,387,0
Network_2,474529,50156,UDP,495,0
Network_2,485456,9283,TCP,101,0
Network_2,816334,10715,UDP,405,0
Network_2,911666,56593,ICMP,228,0
Network_2,750131,72551,TCP,334,0
Network_2,520054,88081,TCP,178,0
Network_2,912187,50706,UDP,367,0
Network_2,931946,71456,UDP,196,0
Network_2,439809,53930,TCP,517,0
Network_2,932771,39782,TCP,354,0
Network_2,168251,57134,ICMP,256,0
Network_2,701720,52080,ICMP,352,0
Network_2,607743,46034,TCP,560,0
Network_2,618533,38693,TCP,256,0
Network_2,739188,71030,TCP,220,0
Network_2,358470,56523,UDP,199,0
Network_2,993056,94868,TCP,11,0
Network_2,349046,92389,TCP,190,0
Network_2,948713,31464,TCP,83,0
Network_2,414298,54840,UDP,161,0
Network_2,726469,73650,ICMP,360,0
Network_2,450021,33366,ICMP,463,0
Network_2,344601,49183,ICMP,84,0
Network_2,192910,55355,TCP,417,0
Network_2,835325,66934,ICMP,327,0
Network_2,168017,13117,ICMP,119,0
Network_2,514011,28368,UDP,65,0
Network_2,353508,8386,UDP,282,0
Network_2,116496,5832,UDP,446,0
Network_2,177699,87712,TCP,504,0
Network_2,729684,54090,UDP,548,0
Network_2,464933,19865,UDP,289,0
Network_2,824860,86504,TCP,556,0
Network_2,350431,50467,ICMP,584,0
Network_2,854444,29675,ICMP,405,0
Network_2,143161,32593,UDP,562,0
Network_2,462993,86461,UDP,347,0
Network_2,445526,96414,UDP,525,0
Network_2,328645,98550,TCP,318,0
Network_2,465767,28239,UDP,580,0
Network_2,904153,21972,ICMP,53,0
Network_2,751299,36279,TCP,188,0
Network_2,778500,78946,UDP,179,0
Network_2,481610,89846,TCP,34,0
Network_2,680839,24244,UDP,188,0
Network_2,824464,98500,TCP,105,0
Network_2,853516,58335,TCP,115,0
Network_2,467725,30387,UDP,585,0
Network_2,200196,42786,UDP,577,0
Network_2,580357,79914,ICMP,194,0
Network_2,449590,12732,ICMP,292,0
Network_2,783365,81494,TCP,466,0
Network_2,303156,15999,UDP,376,0
Network_2,343110,75484,ICMP,132,0
Network_2,524361,68718,ICMP,234,0
Network_2,582283,19690,ICMP,417,0
Network_2,470133,99735,ICMP,466,0
Network_2,375735,27140,TCP,567,0
Network_2,156284,18450,TCP,540,0
Network_2,722797,2305,TCP,438,1
Network_2,225646,89105,UDP,213,0
Network_2,831989,57288,ICMP,364,0
Network_2,587187,17952,TCP,287,0
Network_2,565210,51094,TCP,229,0
Network_2,560722,88681,TCP,126,0
Network_2,979776,18609,TCP,346,0
Network_2,548553,84902,UDP,427,0
Network_2,448344,24916,TCP,137,0
Network_2,383880,10674,UDP,582,0
Network_2,680085,19298,ICMP,261,0
Network_2,295251,4374,TCP,356,0
Network_2,528677,68939,ICMP,405,0
Network_2,276495,55028,TCP,273,0
Network_2,924566,24933,UDP,570,1
Network_2,383975,59596,ICMP,231,0
Network_2,718489,10191,UDP,501,0
Network_2,630752,2396,TCP,138,1
Network_2,857439,53939,UDP,214,0
Network_2,132397,91354,ICMP,156,0
Network_2,871751,60500,UDP,427,0
Network_2,949931,45403,ICMP,74,0
Network_2,937089,40300,TCP,191,0
Network_2,490929,72121,ICMP,494,0
Network_2,376739,41210,TCP,177,0
Network_2,640726,7277,ICMP,136,0
Network_2,895161,73963,UDP,377,0
Network_2,624995,83660,UDP,340,0
Network_2,420672,87399,ICMP,79,0
Network_2,906976,1068,ICMP,52,0
Network_2,636139,49242,UDP,27,0
Network_2,847856,78462,UDP,392,0
Network_2,571327,80400,UDP,504,0
Network_2,540972,98163,TCP,298,0
Network_2,629177,68808,ICMP,76,0
Network_2,661911,32878,UDP,100,0
Network_2,626633,62151,UDP,289,1
Network_2,761050,31831,UDP,446,0
Network_2,315710,80026,TCP,22,1
Network_2,808896,21245,TCP,243,1
Network_2,918789,96967,TCP,8,0
Network_2,947645,70717,UDP,504,0
Network_2,558423,69321,TCP,179,0
Network_2,730589,89616,TCP,62,0
Network_2,377637,11222,UDP,68,0
Network_2,516197,89508,TCP,248,0
Network_2,245564,58443,UDP,98,0
Network_2,468935,65442,TCP,400,0
Network_2,568963,91276,UDP,559,0
Network_2,547129,78806,ICMP,106,0
Network_2,699722,50442,ICMP,170,0
Network_2,956413,63639,ICMP,466,0
Network_2,380279,87620,TCP,101,0
Network_2,757043,77829,TCP,265,0
Network_2,473882,43876,TCP,571,0
Network_2,991950,31554,TCP,534,0
Network_2,391978,25997,UDP,447,0
Network_2,668101,73585,TCP,57,0
Network_2,877223,7339,ICMP,44,0
Network_2,911444,21888,TCP,594,0
Network_2,559028,21471,ICMP,312,0
Network_2,402465,33735,ICMP,141,0
Network_2,462827,42752,ICMP,94,0
Network_2,930533,73329,UDP,383,0
Network_2,520421,89474,UDP,135,0
Network_2,722949,35486,TCP,12,0
Network_2,227956,6574,UDP,325,0
Network_2,171354,16702,TCP,316,0
Network_2,706379,14201,TCP,278,0
Network_2,679671,42631,UDP,536,0
Network_2,685825,53961,ICMP,311,0
Network_2,588925,88761,ICMP,333,0
Network_2,106553,7364,TCP,91,0
Network_2,110893,29814,TCP,398,0
Network_2,635256,25602,TCP,173,0
Network_2,402474,3831,TCP,475,0
Network_2,345239,94419,UDP,428,0
Network_2,173687,96548,ICMP,581,0
Network_2,147782,19861,UDP,12,0
Network_2,921813,82904,TCP,417,0
Network_2,232782,32920,TCP,274,0
Network_2,277835,81857,ICMP,231,0
Network_2,587230,3062,UDP,349,0
Network_2,157347,39520,UDP,529,0
Network_2,973186,58976,TCP,372,0
Network_2,233495,5742,ICMP,90,0
Network_2,590915,29894,UDP,367,1
Network_2,398695,6526,TCP,232,0
Network_2,382835,78588,UDP,346,0
Network_2,965272,91718,ICMP,349,0
Network_2,451649,23854,UDP,284,0
Network_2,300159,80412,ICMP,495,0
Network_2,957081,36606,ICMP,599,0
Network_2,901903,41365,UDP,47,0
Network_2,748217,87754,ICMP,61,0
Network_2,667679,20371,TCP,576,0
Network_2,298832,12880,ICMP,527,1
Network_2,621993,51643,ICMP,412,1
Network_2,294774,69062,UDP,212,0
Network_2,211518,51262,ICMP,232,0
Network_2,340520,61213,UDP,434,0
Network_2,109414,60615,TCP,217,0
Network_2,398927,3058,UDP,229,0
Network_2,215192,87166,ICMP,440,1
Network_2,739916,4757,UDP,453,0
Network_2,364056,16856,UDP,402,0
Network_2,283668,96426,TCP,578,0
Network_2,523256,3847,UDP,549,0
Network_2,462678,54615,TCP,14,0
Network_2,733067,27973,TCP,503,0
Network_2,464492,61230,ICMP,109,0
Network_2,429021,52466,TCP,422,0
Network_2,138312,24196,ICMP,219,0
Network_2,728572,70749,UDP,371,1
Network_2,438434,8738,UDP,271,0
Network_2,737014,42146,ICMP,587,0
Network_2,517035,43590,TCP,523,0
Network_2,906454,74135,UDP,580,0
Network_2,505089,59396,TCP,158,0
Network_2,567999,64074,TCP,510,0
Network_2,337323,32332,UDP,594,0
Network_2,918333,56685,UDP,253,0
Network_2,864062,54059,UDP,581,0
Network_2,496641,99809,TCP,8,0
Network_2,430659,12368,ICMP,69,0
Network_2,902149,13629,ICMP,520,0
Network_2,767793,32493,ICMP,494,0
Network_2,820235,92034,UDP,55,0
Network_2,347277,25431,UDP,237,0
Network_2,296111,49352,TCP,270,0
Network_2,161060,28956,ICMP,477,0
Network_2,788115,7685,UDP,210,1
Network_2,312772,52029,UDP,148,0
Network_2,323364,29871,ICMP,585,0
Network_2,151304,17175,TCP,259,0
Network_2,551875,61936,TCP,483,0
Network_2,409145,9609,TCP,172,0
Network_2,668031,90001,TCP,236,0
Network_2,588310,49412,UDP,239,0
Network_2,134307,63167,ICMP,84,0
Network_2,316454,19290,TCP,574,0
Network_2,630233,62376,UDP,518,0
Network_2,614926,77447,ICMP,135,0
Network_2,615450,45819,ICMP,11,0
Network_2,945696,74490,ICMP,141,0
Network_2,627959,11879,UDP,199,0
Network_2,595334,88395,ICMP,286,0
Network_2,160276,50427,TCP,511,0
Network_2,133468,37504,UDP,107,0
Network_2,691699,77962,TCP,16,0
Network_2,262049,24165,TCP,538,0
Network_2,886469,11655,TCP,52,0
Network_2,551721,10652,TCP,61,0
Network_2,355824,76464,TCP,27,0
Network_2,348533,23694,TCP,548,0
Network_2,897474,73604,TCP,467,0
Network_2,453121,17966,TCP,406,0
Network_2,911290,37819,UDP,527,0
Network_2,788843,34332,TCP,250,0
Network_2,179077,71763,UDP,4,0
Network_2,125086,73077,UDP,331,0
Network_2,175399,90413,ICMP,189,0
Network_2,183369,61093,UDP,477,0
Network_2,276021,41737,UDP,94,0
Network_2,964196,1973,UDP,576,0
Network_2,124294,91368,ICMP,347,0
Network_2,994926,10092,UDP,551,0
Network_2,496224,98360,UDP,229,0
Network_2,704222,63776,UDP,13,0
Network_2,151109,77011,UDP,348,0
Network_2,801048,93854,UDP,169,0
Network_2,441201,90562,TCP,196,0
Network_2,648925,66533,TCP,117,0
Network_2,160109,5463,UDP,301,0
Network_2,752602,30121,TCP,522,0
Network_2,307028,30280,UDP,537,0
Network_2,680294,62035,ICMP,561,0
Network_2,250450,40334,UDP,510,0
Network_2,419952,45654,ICMP,453,1
Network_2,572672,20552,ICMP,301,0
Network_2,376653,94737,ICMP,440,1
Network_2,141303,16553,UDP,37,0
Network_2,154933,6113,TCP,536,0
Network_2,104962,73837,UDP,161,0
Network_2,997803,55569,UDP,6,0
Network_2,330154,52958,TCP,10,0
Network_2,254195,92061,ICMP,457,0
Network_2,691630,79050,TCP,551,1
Network_2,955637,26604,ICMP,207,1
Network_2,512339,52610,TCP,19,1
Network_2,592233,90370,UDP,175,0
Network_2,518451,50648,ICMP,517,0
Network_2,827142,72014,UDP,246,0
Network_2,911826,11749,UDP,176,0
Network_2,921145,57811,TCP,113,0
Network_2,946927,74455,TCP,327,0
Network_2,694097,48809,UDP,468,0
Network_2,574220,23183,ICMP,260,0
Network_2,238276,82812,UDP,224,0
Network_2,933902,38257,UDP,562,0
Network_2,753094,32781,UDP,560,0
Network_2,104008,34663,TCP,114,1
Network_2,139533,15931,ICMP,409,0
Network_2,343726,17923,ICMP,93,0
Network_2,568881,32321,ICMP,498,0
Network_2,352398,96781,TCP,456,0
Network_2,866303,27113,ICMP,201,0
Network_2,788250,43685,UDP,8,0
Network_2,670967,89045,UDP,358,0
Network_2,188755,88784,TCP,360,0
Network_2,444703,84285,UDP,28,0
Network_2,455544,14295,ICMP,98,0
Network_2,921151,13087,UDP,110,0
Network_2,106647,91737,UDP,184,0
Network_2,937760,14476,ICMP,482,0
Network_2,895715,77569,ICMP,92,0
Network_2,404622,60420,UDP,440,0
Network_2,993366,40042,TCP,355,0
Network_2,156527,74856,TCP,9,0
Network_2,538031,37020,ICMP,412,0
Network_2,190816,42825,ICMP,532,1
Network_2,596580,60060,ICMP,556,0
Network_2,546558,28082,UDP,464,0
Network_2,312614,74897,ICMP,267,0
Network_2,870847,82552,UDP,349,0
Network_2,384206,30177,UDP,139,0
Network_2,779148,25341,UDP,216,0
Network_2,304531,90435,ICMP,434,0
Network_2,696931,53981,TCP,530,0
Network_2,527860,81972,ICMP,238,1
Network_2,427290,42770,ICMP,218,0
Network_2,409592,19415,TCP,18,0
Network_2,284480,5689,ICMP,1,0
Network_2,340214,47171,ICMP,34,0
Network_2,721034,58066,ICMP,520,0
Network_2,465526,82899,TCP,540,0
Network_2,214777,49325,UDP,313,0
Network_2,165537,17941,UDP,226,0
Network_2,751627,44392,ICMP,116,0
Network_2,928957,17478,ICMP,107,0
Network_2,990743,54923,ICMP,160,0
Network_2,401737,12619,ICMP,389,0
Network_2,154072,82472,UDP,257,0
Network_2,593613,61175,ICMP,12,0
Network_2,251241,58839,UDP,50,0
Network_2,270058,95053,TCP,274,0
Network_2,327595,79827,TCP,599,0
Network_2,887677,19209,UDP,318,0
Network_2,340520,32435,ICMP,154,0
Network_2,351486,64748,UDP,534,0
Network_2,663836,89389,ICMP,162,0
Network_2,720821,11211,TCP,568,0
Network_2,945046,83122,UDP,219,0
Network_2,191545,75658,UDP,265,0
Network_2,445827,24630,ICMP,23,0
Network_2,557999,90624,UDP,571,0
Network_2,658003,77940,UDP,275,0
Network_2,426276,14655,UDP,104,0
Network_2,451522,77820,ICMP,440,0
Network_2,644876,2977,TCP,346,0
Network_2,933083,35889,UDP,543,0
Network_2,586150,68241,TCP,368,0
Network_2,833733,38790,TCP,134,0
Network_2,892228,27714,ICMP,206,0
Network_2,615869,66565,ICMP,185,0
Network_2,235255,37970,TCP,274,0
Network_2,468721,13889,ICMP,321,0
Network_2,719031,11411,UDP,39,0
Network_2,877954,79928,ICMP,396,0
Network_2,725598,62468,UDP,227,0
Network_2,576187,36653,ICMP,18,0
Network_2,639116,23839,TCP,515,0
Network_2,335654,44019,TCP,495,0
Network_2,191814,95352,ICMP,308,0
Network_2,331590,93504,ICMP,461,0
Network_2,604607,69976,TCP,340,0
Network_2,319689,52820,ICMP,198,0
Network_2,985294,53401,UDP,514,0
Network_2,662357,98500,UDP,491,0
Network_2,988326,49346,TCP,542,0
Network_2,774475,62184,TCP,488,0
Network_2,935417,45591,ICMP,369,0
Network_2,920158,90869,TCP,104,0
Network_2,464783,68451,TCP,291,0
Network_2,653691,45956,UDP,594,0
Network_2,841509,6416,ICMP,454,0
Network_2,840176,66935,UDP,411,0
Network_2,775923,50133,ICMP,272,0
Network_2,776358,36342,TCP,487,0
Network_2,512134,34204,UDP,463,0
Network_2,106097,76908,ICMP,132,0
Network_2,455871,76936,UDP,410,0
Network_2,288244,59870,TCP,96,0
Network_2,976684,55088,ICMP,305,0
Network_2,592173,78353,UDP,223,0
Network_2,990778,5106,ICMP,454,0
Network_2,835329,30159,ICMP,266,0
Network_2,837663,61772,ICMP,248,0
Network_2,282866,54873,TCP,300,0
Network_2,892906,50413,TCP,235,0
Network_2,642816,96691,ICMP,351,0
Network_2,533581,53899,TCP,108,0
Network_2,387537,54232,UDP,500,0
Network_2,850091,53391,UDP,488,0
Network_2,287891,50636,UDP,101,0
Network_2,245271,43939,TCP,512,0
Network_2,139122,43379,UDP,505,0
Network_2,965018,88771,UDP,295,0
Network_2,165331,19556,ICMP,377,0
Network_2,246561,45429,UDP,567,0
Network_2,387215,23406,UDP,541,0
Network_2,333517,87124,TCP,120,0
Network_2,603544,98187,ICMP,273,0
Network_2,779018,47443,TCP,583,0
Network_2,723954,33726,TCP,375,0
Network_2,300350,61440,ICMP,240,0
Network_2,668219,98185,UDP,545,0
Network_2,671308,18339,UDP,371,0
Network_2,767392,10161,TCP,200,0
Network_2,736802,81088,ICMP,247,0
Network_2,585643,74019,TCP,14,0
Network_2,246397,18141,TCP,160,0
Network_2,893699,93766,TCP,21,0
Network_2,916449,92504,TCP,219,0
Network_2,199366,82178,TCP,142,1
Network_2,432929,89031,UDP,176,0
Network_2,299599,97092,UDP,179,0
Network_2,939760,14996,ICMP,181,0
Network_2,871641,77788,UDP,191,0
Network_2,133321,30290,TCP,370,0
Network_2,464381,52825,TCP,83,0
Network_2,987150,81081,UDP,549,0
Network_2,193516,67725,TCP,39,0
Network_2,609037,62863,TCP,185,0
Network_2,867703,10849,TCP,321,0
Network_2,337628,63134,TCP,147,0
Network_2,285472,97414,ICMP,576,0
Network_2,478770,57374,UDP,256,0
Network_2,985504,83504,ICMP,132,0
Network_2,126475,79348,TCP,277,0
Network_2,144560,30831,TCP,246,0
Network_2,211067,32356,UDP,266,0
Network_2,253737,85737,UDP,303,0
Network_2,592589,61786,TCP,438,0
Network_2,461091,40796,ICMP,385,1
Network_2,115930,38268,TCP,594,0
Network_2,795705,70955,TCP,577,1
Network_2,825385,81251,ICMP,96,0
Network_2,127575,82835,ICMP,221,0
Network_2,997502,76667,ICMP,588,0
Network_2,530398,14128,ICMP,293,0
Network_2,641751,12318,TCP,570,0
Network_2,206804,68908,ICMP,166,0
Network_2,539407,47828,ICMP,74,0
Network_2,714737,1006,TCP,146,0
Network_2,737029,99792,UDP,527,0
Network_2,144392,96750,ICMP,174,0
Network_2,352815,34730,UDP,477,0
Network_2,931975,50436,UDP,118,0
Network_2,580612,90859,ICMP,314,1
Network_2,887157,40417,ICMP,376,0
Network_2,644155,31699,UDP,57,0
Network_2,577647,86677,TCP,32,0
Network_2,896768,74366,TCP,313,1
Network_2,878437,34712,UDP,132,0
Network_2,586865,88635,ICMP,303,0
Network_2,216714,40643,UDP,287,0
Network_2,138003,57131,UDP,548,0
Network_2,364031,13256,TCP,242,0
Network_2,126319,31789,ICMP,149,0
Network_2,665382,5415,ICMP,598,1
Network_2,628524,47565,UDP,500,0
Network_2,146818,24418,TCP,358,1
Network_2,734903,52681,UDP,215,0
Network_2,941963,18030,UDP,465,0
Network_2,747771,59200,UDP,337,0
Network_2,833927,24577,UDP,234,0
Network_2,610370,9114,TCP,428,0
Network_2,978946,65145,ICMP,112,0
Network_2,982081,29748,UDP,530,1
Network_2,519581,10267,UDP,590,0
Network_2,650174,69546,ICMP,414,0
Network_2,393486,71498,TCP,283,0
Network_2,978014,36737,UDP,171,0
Network_2,220448,70411,UDP,382,0
Network_2,392684,94177,UDP,595,0
Network_2,475215,87693,TCP,309,0
Network_2,414217,62844,UDP,371,0
Network_2,920915,26779,UDP,452,1
Network_2,317648,36195,UDP,133,0
Network_2,449314,77653,UDP,514,0
Network_2,676946,21815,ICMP,328,0
Network_2,308803,5917,TCP,94,0
Network_2,503852,46089,TCP,173,0
Network_2,188519,15660,TCP,118,0
Network_2,234945,15391,TCP,565,0
Network_2,798205,48959,TCP,163,0
Network_2,452899,21308,UDP,369,0
Network_2,251164,23633,ICMP,138,0
Network_2,893538,89662,ICMP,372,0
Network_2,494274,5114,UDP,170,0
Network_2,417138,20787,TCP,364,0
Network_2,365195,32240,ICMP,337,0
Network_2,382501,3329,TCP,474,0
Network_2,784619,66265,UDP,269,0
Network_2,315657,48339,UDP,265,0
Network_2,437256,20246,UDP,365,0
Network_2,701666,51473,TCP,596,0
Network_2,932364,31399,ICMP,277,0
Network_2,127653,46762,UDP,388,0
Network_2,653976,80844,UDP,89,1
Network_2,280919,81089,TCP,459,0
Network_2,905538,15235,ICMP,110,0
Network_2,779869,35907,ICMP,220,1
Network_2,517864,87393,TCP,435,0
Network_2,523583,1091,ICMP,25,0
Network_2,896964,38607,ICMP,315,0
Network_2,205141,15386,TCP,63,0
Network_2,812182,93220,UDP,359,0
Network_2,280988,81248,UDP,192,0
Network_2,617029,95290,ICMP,77,0
Network_2,108972,50445,ICMP,91,0
Network_2,789769,3858,TCP,436,0
Network_2,475699,82466,ICMP,307,0
Network_2,480971,97109,ICMP,12,0
Network_2,462037,90133,UDP,502,0
Network_2,702467,88987,UDP,480,0
Network_2,207239,76769,UDP,561,0
Network_2,580705,71814,UDP,398,0
Network_2,169967,29693,ICMP,133,0
Network_2,248439,73707,ICMP,216,0
Network_2,990422,89941,UDP,485,0
Network_2,344504,4548,ICMP,144,0
Network_2,586839,47923,TCP,234,0
Network_2,603321,94280,UDP,498,0
Network_2,764994,35907,TCP,135,0
Network_2,364062,22805,TCP,117,0
Network_2,584551,34256,UDP,550,1
Network_2,770032,37547,UDP,280,0
Network_2,856777,59830,UDP,119,0
Network_2,964146,24174,ICMP,434,0
Network_2,189437,99471,TCP,329,0
Network_2,383988,31136,UDP,45,0
Network_2,165011,63545,TCP,119,0
Network_2,354419,82203,UDP,47,0
Network_2,490438,5219,ICMP,270,0
Network_2,434588,10655,TCP,583,0
Network_2,814404,17370,ICMP,512,0
Network_2,615236,20993,ICMP,244,0
Network_2,828632,89591,UDP,49,0
Network_2,649741,82600,UDP,377,0
Network_2,220073,68846,TCP,190,0
Network_2,443514,13247,TCP,400,0
Network_2,996216,74757,ICMP,232,0
Network_2,526545,62116,ICMP,72,0
Network_2,765982,24056,TCP,84,0
Network_2,213349,72911,ICMP,161,0
Network_2,453376,92221,ICMP,163,0
Network_2,505766,33466,UDP,508,0
Network_2,203618,22442,ICMP,323,0
Network_2,374343,57633,UDP,202,0
Network_2,953339,41894,TCP,269,0
Network_2,848641,21890,TCP,568,0
Network_2,797080,67261,TCP,373,0
Network_2,935533,77544,TCP,439,0
Network_2,822997,61296,TCP,219,0
Network_2,990324,89311,ICMP,489,0
Network_2,207576,73744,UDP,87,0
Network_2,286446,10078,UDP,308,0
Network_2,719472,38054,ICMP,596,0
Network_2,231235,5914,ICMP,312,0
Network_2,500857,96925,ICMP,6,0
Network_2,834087,60986,TCP,178,0
Network_2,383535,68604,ICMP,563,0
Network_2,822827,98355,ICMP,533,0
Network_2,759498,24333,TCP,566,0
Network_2,599338,54986,TCP,577,0
Network_2,704542,41396,UDP,418,0
Network_2,768175,85182,UDP,586,0
Network_2,219925,57984,ICMP,301,0
Network_2,600918,6804,UDP,397,0
Network_2,212012,23256,UDP,414,0
Network_2,865287,22835,UDP,130,0
Network_2,903664,26262,ICMP,478,0
Network_2,330351,48925,TCP,232,0
Network_2,936102,45099,TCP,168,0
Network_2,157408,48055,TCP,170,0
Network_2,753542,77580,UDP,264,1
Network_2,929458,19196,TCP,160,0
Network_2,340982,61331,TCP,7,0
Network_2,508087,96885,ICMP,256,0
Network_2,885746,1117,ICMP,32,0
Network_2,960252,94205,ICMP,34,0
Network_2,111210,59211,TCP,508,0
Network_2,285547,81617,TCP,429,0
Network_2,484506,46566,UDP,183,0
Network_2,286463,14573,TCP,211,0
Network_2,718433,30653,ICMP,29,0
Network_2,699404,59867,ICMP,303,1
Network_2,748028,25330,TCP,341,0
Network_2,718837,98611,UDP,258,0
Network_2,831364,9123,UDP,26,0
Network_2,601930,50928,TCP,304,0
Network_2,789724,66186,TCP,230,0
Network_2,272306,95422,TCP,179,0
Network_2,133448,8573,ICMP,8,0
Network_2,109834,52763,ICMP,431,0
Network_2,880039,742,TCP,480,0
Network_2,295714,38298,UDP,209,1
Network_2,505404,94343,ICMP,578,0
Network_2,937132,26079,ICMP,213,1
Network_2,102017,63822,ICMP,574,0
Network_2,383563,49264,UDP,19,0
Network_2,279286,35552,UDP,104,0
Network_2,965917,97316,UDP,586,0
Network_2,227572,28825,UDP,391,0
Network_2,355795,13404,TCP,24,0
Network_2,836337,26354,ICMP,327,0
Network_2,657685,86914,UDP,156,0
Network_2,616372,69087,ICMP,568,1
Network_2,444937,25985,TCP,526,0
Network_2,836837,54463,TCP,221,0
Network_2,311010,27759,TCP,242,0
Network_2,706603,81062,ICMP,226,1
Network_2,895124,4042,ICMP,351,0
Network_2,537004,46231,UDP,492,0
Network_2,576243,5338,UDP,44,0
Network_2,681456,33147,TCP,377,0
Network_2,128788,98751,UDP,339,0
Network_2,263581,39037,UDP,325,0
Network_2,982758,90667,ICMP,307,0
Network_2,291657,67200,UDP,356,1
Network_2,561826,66365,UDP,149,0
Network_2,419620,2806,UDP,61,1
Network_2,778034,38205,TCP,496,0
Network_2,156880,51091,ICMP,228,1
Network_2,170749,35992,TCP,572,0
Network_2,165259,10308,UDP,425,0
Network_2,781704,84641,TCP,527,0
Network_2,539224,97240,TCP,585,0
Network_2,675466,11583,ICMP,579,0
Network_2,261923,83372,UDP,387,1
Network_2,808023,98521,UDP,372,0
Network_2,945008,35862,UDP,152,0
Network_2,698873,46879,ICMP,563,0
Network_2,704845,39188,UDP,357,0
Network_2,113054,88621,ICMP,26,0
Network_2,253841,17726,TCP,93,1
Network_2,813416,25302,TCP,582,0
Network_2,649630,70907,ICMP,126,0
Network_2,547959,44344,UDP,22,1
Network_2,893756,26770,UDP,110,0
Network_2,665088,92672,ICMP,24,0
Network_2,943602,64075,TCP,150,0
Network_2,184059,51844,ICMP,175,1
Network_2,618603,92593,ICMP,135,0
Network_2,757095,77047,UDP,592,0
Network_2,908634,38428,UDP,459,0
Network_2,750809,80575,TCP,58,0
Network_2,671980,80419,UDP,523,0
Network_2,956012,31764,ICMP,220,0
Network_2,803666,76669,TCP,594,0
Network_2,889525,73304,UDP,176,0
Network_2,420865,88557,TCP,575,0
Network_2,273409,48479,TCP,37,0
Network_2,628093,59602,TCP,354,0
Network_2,482614,21565,TCP,203,0
Network_2,127132,63174,TCP,354,0
Network_2,753153,85857,UDP,296,0
Network_2,905809,62891,TCP,365,0
Network_2,548163,57160,UDP,175,0
Network_2,510107,63591,UDP,251,0
Network_2,853860,5985,TCP,535,0
Network_2,503636,29025,TCP,338,1
Network_2,336068,84364,ICMP,542,0
Network_2,262813,31251,UDP,95,0
Network_2,789662,25378,ICMP,535,0
Network_2,254329,11473,TCP,512,0
Network_2,969341,98728,ICMP,225,0
Network_2,201487,41180,ICMP,562,0
Network_2,276519,97524,TCP,513,0
Network_2,786444,20643,ICMP,487,0
Network_2,516394,4439,UDP,311,0
Network_2,488242,58651,UDP,273,0
Network_2,753821,99839,ICMP,167,0
Network_2,446205,51805,ICMP,313,0
Network_2,513755,17579,TCP,360,0
Network_2,939294,56920,ICMP,580,0
Network_2,758539,63417,TCP,377,0
Network_2,436258,29234,UDP,375,0
Network_2,426492,39658,UDP,38,0
Network_2,753671,57213,TCP,443,0
Network_2,628792,16209,UDP,261,1
Network_2,628937,12211,UDP,49,1
Network_2,378773,61941,ICMP,62,0
Network_2,475322,9033,ICMP,378,0
Network_2,794195,68922,TCP,286,0
Network_2,533606,37556,UDP,505,0
Network_2,885886,17550,UDP,354,0
Network_2,227873,27802,ICMP,470,0
Network_2,437476,31257,TCP,364,1
Network_2,771423,89675,ICMP,339,0
Network_2,556679,84282,ICMP,122,0
Network_2,651857,89952,ICMP,75,1
Network_2,805833,99108,UDP,8,0
Network_2,935591,59618,ICMP,128,0
Network_2,536456,1197,TCP,352,0
Network_2,945510,38656,UDP,511,0
Network_2,778812,29041,ICMP,197,0
Network_2,800682,39218,UDP,51,0
Network_2,585379,47354,ICMP,31,0
Network_2,791797,25617,TCP,43,0
Network_2,809295,87899,TCP,150,0
Network_2,485342,89847,UDP,487,0
Network_2,814754,51012,ICMP,339,0
Network_2,780699,49551,TCP,307,0
Network_2,164893,78082,TCP,174,0
Network_2,609091,16359,TCP,351,1
Network_2,533274,8728,UDP,140,0
Network_2,273284,37782,UDP,493,0
Network_2,714727,32974,ICMP,356,0
Network_2,143011,58571,TCP,205,0
Network_2,769945,77432,UDP,69,0
Network_2,733486,6148,UDP,445,0
Network_2,752110,22606,UDP,22,0
Network_2,851316,47606,ICMP,13,0
Network_2,877165,64762,TCP,132,0
Network_2,847250,23712,ICMP,264,0
Network_2,842792,46049,TCP,325,0
Network_2,678344,70032,UDP,223,0
Network_2,484888,2078,TCP,100,0
Network_2,330671,92552,TCP,89,0
Network_2,307918,96487,TCP,118,0
